T06,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
202,Sub-Saharan Africa,2018,Students enrolled in primary education (thousands),168645.4391,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Primary (male),100.7020,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Primary (female),96.4883,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Students enrolled in secondary education (thousands),61217.8086,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Secondary (male),46.0384,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Secondary (female),40.5277,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Students enrolled in tertiary education (thousands),8149.0822,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Tertiary (male),10.4501,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Gross enrollment ratio - Tertiary (female),7.6874,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Students enrolled in primary education (thousands),26759.2695,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Primary (male),101.9909,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Primary (female),100.9150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Students enrolled in secondary education (thousands),27033.2121,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Secondary (male),94.9505,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Secondary (female),96.3345,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Students enrolled in tertiary education (thousands),18244.8834,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Tertiary (male),65.5810,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Gross enrollment ratio - Tertiary (female),92.9434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Students enrolled in primary education (thousands),26565.4970,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Primary (male),100.6236,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Primary (female),99.7427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Students enrolled in secondary education (thousands),26808.8230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Secondary (male),95.1493,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Secondary (female),95.9280,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Students enrolled in tertiary education (thousands),21859.1470,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Tertiary (male),75.2445,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Gross enrollment ratio - Tertiary (female),104.7904,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Students enrolled in primary education (thousands),26791.6350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Primary (male),99.9297,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Primary (female),99.7195,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Students enrolled in secondary education (thousands),26894.9590,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Secondary (male),97.4866,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Secondary (female),98.5818,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Students enrolled in tertiary education (thousands),21279.0950,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Tertiary (male),73.5407,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2014,Gross enrollment ratio - Tertiary (female),99.9071,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Students enrolled in primary education (thousands),27093.8080,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Primary (male),100.4608,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Primary (female),100.5046,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Students enrolled in secondary education (thousands),27062.9010,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Secondary (male),98.2685,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Secondary (female),99.2706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Students enrolled in tertiary education (thousands),21096.8250,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Tertiary (male),73.7542,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Gross enrollment ratio - Tertiary (female),99.9286,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2018,Students enrolled in primary education (thousands),28054.2125,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2018,Gross enrollment ratio - Primary (male),101.9865,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
